"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vGenColor","vGenItemType","vMetalColor","vSizeType","vKeywords","vSorting","vAggregation","vMaterialDesc","vFeatureDesc","vDetailDesc","itemprice_1","itemprice_2"
"L191311322","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: September birth month, reads gracious, reliable, and responsible, features sapphire colored crystals.</i>","September Birthstone Bar Bracelet","Sleek","Blue","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, september",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Gracious, reliable, responsible | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L191311417","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: October birth month, reads charismatic, carefree, and romantic, features rose colored crystals.</i>","October Birthstone Bar Bracelet","Sleek","Pink","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, october",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Charismatic, carefree, romantic | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L182271417","800","Add a pop of color to your favorite ensemble! These Birthstone Stud Earrings (made with Swarovski® Crystals) do just that with one of twelve vibrant colors; each that represents a birth month! The silver toned plating, colorful crystals, and optional glass crystal ear jackets are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: October birth month featuring rose colored crystals.</i>","October Birthstone Studs made with Swarovski® Crystals","Sleek","Pink","Earrings","Silver","","Crystal, glass, swarovski, earring, stud, ear, jacket, versatile, birthstone, october, pink, tourmaline",110,,"Silver toned plating over brass made with Swarovski® crystals","Surgical steel posts | Style # L1227","Designed in the USA",7,14.99
"L182271152","800","Add a pop of color to your favorite ensemble! These Birthstone Stud Earrings (made with Swarovski® Crystals) do just that with one of twelve vibrant colors; each that represents a birth month! The silver toned plating, colorful crystals, and optional glass crystal ear jackets are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: November birth month featuring topaz colored crystals.</i>","November Birthstone Studs made with Swarovski® Crystals","Sleek","Orange","Earrings","Silver","","Crystal, glass, swarovski, earring, stud, ear, jacket, versatile, birthstone, november, topaz",110,,"Silver toned plating over brass made with Swarovski® crystals","Surgical steel posts | Style # L1227","Designed in the USA",7,14.99
"L182271121","800","Add a pop of color to your favorite ensemble! These Birthstone Stud Earrings (made with Swarovski® Crystals) do just that with one of twelve vibrant colors; each that represents a birth month! The silver toned plating, colorful crystals, and optional glass crystal ear jackets are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: December birth month featuring blue zircon colored crystals.</i>","December Birthstone Studs made with Swarovski® Crystals","Sleek","Blue","Earrings","Silver","","Crystal, glass, swarovski, earring, stud, ear, jacket, versatile, birthstone, demember, blue, zircon",110,,"Silver toned plating over brass made with Swarovski® crystals","Surgical steel posts | Style # L1227","Designed in the USA",7,14.99
"L191310125","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: November birth month, reads loyal, determined, and courageous, features topaz colored crystals.</i>","November Birthstone Bar Bracelet","Sleek","Orange","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, november",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Loyal, determined, courageous | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L191311321","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: December birth month, reads confident, intuitive, and optimistic, features blue zircon colored crystals.</i>","December Birthstone Bar Bracelet","Sleek","Blue","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, december",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Confident, intuitive, optimistic | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L191311316","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: January birth month, reads determined, artistic, and fearless, features garnet colored crystals.</i>","January Birthstone Bar Bracelet","Sleek","Maroon","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, january",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Determined, artistic, fearless | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L183533364","800","<b><i>All proceeds of this scarf benefit Gift for Life, one of the largest funders of HIV/AIDS service and education programs in the U.S. Learn more at <a href=""www.giftforlife.org/ "">www.GiftForLife.org</a>.</b></i><br><br>Wrap yourself up in this inspirational mantra scarf. Not only does this piece showcase versatile colors, but it also sends a positive message of motivation and empowerment. Surrounding the HIV/AIDs awareness red ribbon on the scarf, the quote reads, “faith hope love.” Wear this scarf anywhere and everywhere you go, to share your support and for the reminder that this is your personal message. It’s between you… and you.","Black Gift for Life Mantra Scarf - ""Faith Hope Love""","Mantra","Black","Scarves",,"","Scarf, Scarves, mantra, black, red, ribbon, gift, life, faith, hope, love",180,,"100% Polyester","Includes Tassels On Each End | Style # L18353","75""L X 31.5""W | Designed In The USA",8.75,19.99
"L191311324","800","Find the Birthstone Bar Bracelet that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: February birth month, reads compassionate, creative, and motivated, features amethyst colored crystals.</i>","February Birthstone Bar Bracelet","Sleek","Purple","Bracelets","Silver","","Bracelet, adjustable, birthstone, birthday, february",115,,"Silver toned plating over brass with glass birthstone crystal beads and black enamel fill","Compassionate, creative, motivated | Adjustable | Drawstring closure | Style # L19131","Designed in the USA",9,19.99
"L191511316","800","Find the Birthstone Bar Necklace that represents your birth month and embrace all the things you love about yourself! The silver toned plating, colorful crystals, and uplifting descriptions are sure to make a positive and beautiful fashion statement. Makes for a sleek addition to your outfit or the perfect gift for a loved one. <i>Details: January birth month, reads determined, artistic, and fearless, features garnet colored crystals.</i>","Garnet Birthstone Bar Necklace","Sleek","Maroon","Necklaces","Silver","","Necklace, birthstone, birthday, bar, garnet, jarnuary",120,,"Silver toned plating over brass with glass birthstone crystal and black enamel fill","Determined, artistic, fearless | Lobster claw closure | Style # L19151","16.5""length | 3""extender| Designed in the USA",7,14.99
