"vItemNumber","vLocation","vDescription","vShortDesc","vLook","vSpecificColor","vGenColor","vGenMaterial","vGenItemType","vShape","vSizeType","vMetalColor","vMetalType","vDimensions","vPcCounts","vKeywords","vOnSale","vFeaturedItem","vSorting","vAggregation","itemprice_1","itemprice_2","quantityonhand","imagefilename","lookAttr","funcAttr","materialAttr"
"2949401","900","Design truly refined jewelry with this  Rope Sterling Silver Toggle ! Toggles are great for added embellishment and are often the easiest clasp option for necklaces and bracelets. Use them to clasp chain, wire, and thread.  A must-have for jewelry makers! All of our sterling silver components are made of solid 925 Sterling silver.","1Set  Rope Sterling Silver Toggle","Real and Plated Metals","Silver","Silver","Sterling Silver","Clips and Clasps","Rope",,"Silver","","","1Set","Real and Plated, Metals, Findings, Silver, Silver, Sterling, Silver, Clips, &, Clasps, Silver, 1Set, Rope, Toggle, Silver","N","N",999999,"",4,7.99,49,"https://www.cousindiy.com/diyimages/2949401.jpg, https://www.cousindiy.com/diyimages/2949401-2.jpg, https://www.cousindiy.com/diyimages/2949401-3.jpg, https://www.cousindiy.com/diyimages/2949401-4.jpg, https://www.cousindiy.com/diyimages/2949401-5.jpg","Real and Plated Metals","Clips and Clasps","Sterling Silver"
"29502108","900","Design truly refined jewelry with this  Double Twist Silver Plated Metal Chain Bracelet Base They are designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  All of our silver plated components are plated with real silver.","1pc  Double Twist Silver Plated Metal Chain Bracelet Base","Real and Plated Metals","Silver","Silver","Silver Plated","Bracelets","Double Twist",,"Silver","Silver, Copper","7.5in","1pc","7. 5, Inch, Silver, Plated, Twist, Double, Chain","N","N",999999,"",2,3.99,267,"https://www.cousindiy.com/diyimages/29502108.jpg, https://www.cousindiy.com/diyimages/29502108-2.jpg, https://www.cousindiy.com/diyimages/29502108-3.jpg, https://www.cousindiy.com/diyimages/29502108-4.jpg, https://www.cousindiy.com/diyimages/29502108-5.jpg","Real and Plated Metals","Bracelets","Silver Plated"
"29502137","900","Design truly refined jewelry with these  Spiral Chandelier Silver Plated Metal Connectors , designed to create embellished connections. Great as a stand-alone focal piece or to add decoration to a specific part of your creation.  All of our silver plated components are plated with real silver.","2pc  Spiral Chandelier Silver Plated Metal Connectors","Real and Plated Metals","Silver","Silver","Silver Plated","Connectors","Spiral Chandelier",,"Silver","Silver, Copper","10x14mm","2pc","Silver, Plated, Spiral, Chandelier, Earring, Finding","N","N",999999,"",2,3.99,965,"https://www.cousindiy.com/diyimages/29502137.jpg, https://www.cousindiy.com/diyimages/29502137-2.jpg, https://www.cousindiy.com/diyimages/29502137-3.jpg, https://www.cousindiy.com/diyimages/29502137-4.jpg, https://www.cousindiy.com/diyimages/29502137-5.jpg","Real and Plated Metals","Connectors","Silver Plated"
"2949413","900","Design truly refined jewelry with these  Ball Hook Sterling Silver Ear Posts . Ideal for custom dangle earrings. Don’t forget to pick an earring back style! All of our sterling silver components are made of solid 925 Sterling silver.","4pc  Ball Hook Sterling Silver Ear Posts","Real and Plated Metals","Silver","Silver","Sterling Silver","Earring Findings","Ball Hook",,"Silver","","4mm","4pc","Real and Plated, Metals, Findings, Silver, Silver, Sterling, Silver, Earring, Findings, Silver, 4Mm, 4Pc, Ball, Hook, Ear, Posts, Silver","N","N",999999,"",2.5,5.99,224,"https://www.cousindiy.com/diyimages/2949413.jpg, https://www.cousindiy.com/diyimages/2949413-2.jpg, https://www.cousindiy.com/diyimages/2949413-3.jpg, https://www.cousindiy.com/diyimages/2949413-4.jpg, https://www.cousindiy.com/diyimages/2949413-5.jpg","Real and Plated Metals","Earring Findings","Sterling Silver"
"29494554","900","Use this silver Slide-A-Bead Chain to create a delicate handmade jewelry design. Our Elegance line provides you with the best quality sterling silver beads and components for your finer artistic designs. Attach any pendant to the center of the necklace using a jump ring to create a stunning yet simple design. This chain has a Hallmark. 925 on the clasp and the chain.   Box Sterling Silver Chain Necklace Base Use this silver Slide-A-Bead Chain to create a delicate handmade jewelry design. Our Elegance line provides you with the best quality sterling silver beads and components for your finer artistic designs. Attach any pendant to the center of the necklace using a jump ring to create a stunning yet simple design. This chain has a Hallmark. 925 on the clasp and the chain.  All of our sterling silver components are made of solid 925 Sterling silver.","1pc  Box Sterling Silver Chain Necklace Base","Real and Plated Metals","Silver","Silver","Sterling Silver","Bracelets","Box",,"Silver","Silver, Copper","7inx1.3mm","1pc","Box, Link, Bracelet, Silver, Elegance,","N","N",999999,"",6.5,12.99,25,"https://www.cousindiy.com/diyimages/29494554.jpg, https://www.cousindiy.com/diyimages/29494554-2.jpg, https://www.cousindiy.com/diyimages/29494554-3.jpg, https://www.cousindiy.com/diyimages/29494554-4.jpg, https://www.cousindiy.com/diyimages/29494554-5.jpg","Real and Plated Metals","Bracelets","Sterling Silver"
"2949411","900","Design truly refined jewelry with these  Fishhook Sterling Silver Earwires . Ideal for custom dangle earrings. Add a rubber earring back for extra security.  All of our sterling silver components are made of solid 925 Sterling silver.","6pc  Fishhook Sterling Silver Earwires","Real and Plated Metals","Silver","Silver","Sterling Silver","Earring Findings","Fishhook",,"Silver","","","6pc","Real and Plated, Metals, Findings, Silver, Silver, Sterling, Silver, Earring, Findings, Silver, 6Pc, Fishhook, Earwires, Silver","N","N",999999,"",4,7.99,358,"https://www.cousindiy.com/diyimages/2949411.jpg, https://www.cousindiy.com/diyimages/2949411-2.jpg, https://www.cousindiy.com/diyimages/2949411-3.jpg, https://www.cousindiy.com/diyimages/2949411-4.jpg, https://www.cousindiy.com/diyimages/2949411-5.jpg","Real and Plated Metals","Earring Findings","Sterling Silver"
"2949437","900","Design truly refined jewelry with these  Flat Sterling Silver Head Pins . Use to connect different elements of your design. They can be used for drop charms, creating dangles or threading.  All of our sterling silver components are made of solid 925 Sterling silver.","10pc  Flat Sterling Silver Head Pins","Real and Plated Metals","Silver","Silver","Sterling Silver","Head Pins","Flat",,"Silver","Silver, Copper","1.375in","10pc","Real and Plated, Metals, Findings, Silver, Silver, Sterling, Silver, Head, Pins, Silver, 1. 375In, 10Pc, Flat, Head, Pins, Silver","N","N",999999,"",4,7.99,108,"https://www.cousindiy.com/diyimages/2949437.jpg, https://www.cousindiy.com/diyimages/2949437-2.jpg, https://www.cousindiy.com/diyimages/2949437-3.jpg, https://www.cousindiy.com/diyimages/2949437-4.jpg, https://www.cousindiy.com/diyimages/2949437-5.jpg","Real and Plated Metals","Head Pins","Sterling Silver"
"23212","900","Captivate your little crafters with these Multi-Color Hearts and Stars Plastic Throw Bead Necklaces . Perfect for parties, camp hand outs, or gifts!","4pc Multi-Color Hearts and Stars Plastic Throw Bead Necklaces","Kids","Multi","Multi","Plastic","Necklaces","Hearts and Stars",,"","","","4pc","Throw","N","N",999999,"0.0",1,1.99,2148,"https://www.cousindiy.com/diyimages/23212.jpg, https://www.cousindiy.com/diyimages/23212-2.jpg, https://www.cousindiy.com/diyimages/23212-3.jpg, https://www.cousindiy.com/diyimages/23212-4.jpg, https://www.cousindiy.com/diyimages/23212-5.jpg","Kids","Necklaces","Plastic"
"25796","900","These Silver 2-Hole Square Metal Spacer Beads are designed with layers in mind. With multiple holes, you can use these to create multi strand designs that lay together quite nicely.","6pc Silver 2-Hole Square Metal Spacer Beads","Beads","Silver","Silver","Base Metal","Metal Beads","2-Hole Square",,"Silver","","","6pc","Beads, Silver, Silver, Base, Metal, Metal, Beads, Silver, 6Pc, 2-Hole, Square, Spacer, Beads, Silver","N","N",999999,"",1,1.99,3492,"https://www.cousindiy.com/diyimages/25796.jpg, https://www.cousindiy.com/diyimages/25796-2.jpg, https://www.cousindiy.com/diyimages/25796-3.jpg, https://www.cousindiy.com/diyimages/25796-4.jpg, https://www.cousindiy.com/diyimages/25796-5.jpg","Beads","Metal Beads","Base Metal"
"2949711","900","Design truly refined jewelry with these  Fishhook Gold Plated Metal Earwires . Ideal for custom dangle earrings. Add a rubber earring back for extra security.  All of our gold plated components are plated with real 14K gold.","6pc  Fishhook Gold Plated Metal Earwires","Real and Plated Metals","14K Gold","Gold","Gold Plated","Earring Findings","Fishhook",,"Gold","Gold, Copper","14mm","6pc","Real and Plated, Metals, 14K, Gold, Gold, Gold, Plated, Earring, Findings, Gold, 14Mm, 6Pc, Fishhook, Earwires, 14K, Gold","N","N",999999,"",2.5,4.99,390,"https://www.cousindiy.com/diyimages/2949711.jpg, https://www.cousindiy.com/diyimages/2949711-2.jpg, https://www.cousindiy.com/diyimages/2949711-3.jpg, https://www.cousindiy.com/diyimages/2949711-4.jpg, https://www.cousindiy.com/diyimages/2949711-5.jpg","Real and Plated Metals","Earring Findings","Gold Plated"
"29497111","900","Use this silver Slide-A-Bead Chain to create a delicate handmade jewelry design. Our Elegance line provides you with the best quality sterling silver beads and components for your finer artistic designs. Attach any pendant to the center of the necklace using a jump ring to create a stunning yet simple design. This chain has a Hallmark. 925 on the clasp and the chain.   Ball Sterling Silver Chain Necklace Base Use this silver Slide-A-Bead Chain to create a delicate handmade jewelry design. Our Elegance line provides you with the best quality sterling silver beads and components for your finer artistic designs. Attach any pendant to the center of the necklace using a jump ring to create a stunning yet simple design. This chain has a Hallmark. 925 on the clasp and the chain.  All of our sterling silver components are made of solid 925 Sterling silver.","1pc  Ball Sterling Silver Chain Necklace Base","Real and Plated Metals","14K Gold","Gold","Gold Plated","Necklaces","Ball",,"Gold","Gold, Copper","18in","1pc","18, Inch, Gold, Plated, Ball, Chain","N","N",999999,"",2.5,4.99,931,"https://www.cousindiy.com/diyimages/29497111.jpg, https://www.cousindiy.com/diyimages/29497111-2.jpg, https://www.cousindiy.com/diyimages/29497111-3.jpg, https://www.cousindiy.com/diyimages/29497111-4.jpg, https://www.cousindiy.com/diyimages/29497111-5.jpg","Real and Plated Metals","Necklaces","Gold Plated"
"07565","900","Surprise yourself with a little gift! This Mysterious package has a wide range of beads, accents, and tools just waiting for a creative someone to turn it into something beautiful. You never know what you are going to get!","Beader's Delight","Kits","Multi","Mystery Colors","Glass, Base Metal, Acrylic","Specials, Bundles","Multi",,"","Multi","","17pc","Beads, Tools, Subscription, Box, Charms, Accents, Pendants, Glass, Metal, Acrylic, Crystal, Fine, Jewelry, Crafts","N","N",999999,"",24.99,24.99,41,"https://www.cousindiy.com/diyimages/07565.jpg, https://www.cousindiy.com/diyimages/07565-2.jpg, https://www.cousindiy.com/diyimages/07565-3.jpg, https://www.cousindiy.com/diyimages/07565-4.jpg, https://www.cousindiy.com/diyimages/07565-5.jpg","Kits","Specials","Glass"
"24146","900","These   Screwdriver Set come with six different sizes and tips for all of your needs. These screwdrivers come in handy for all of those small tasks when working with different pieces of jewelry, eyeglasses, or watches!","6pc   Screwdriver Set","Tools","Silver","Silver","Base Metal","Misc Tools","",,"Silver","Iron","3-4in","6pc","Silver, Base, Metal, Iron, 3-4In, Misc, Tools, Screwdrivers, Tools,","N","N",999999,"",1,1.99,354,"https://www.cousindiy.com/diyimages/24146.jpg, https://www.cousindiy.com/diyimages/24146-2.jpg, https://www.cousindiy.com/diyimages/24146-3.jpg, https://www.cousindiy.com/diyimages/24146-4.jpg, https://www.cousindiy.com/diyimages/24146-5.jpg","Tools","Misc Tools","Base Metal"
"2297901","900","Create unique pieces of jewelry that everyone will love with this Pastel Colors Multi Glass Bead Mix in Organizer . Whether you are designing necklaces, bracelets, earrings or more, these beads will make your creations a fashion standard! Express yourself or create custom gifts. This package also serves as a storage!","Pastel Colors Multi Glass Bead Mix in Organizer","Beads","Copper","Multi","Glass","Glass Beads","Multi",,"","","","","Pearl, Rainbow, Fashion, Small","N","N",999999,"",4,7.99,126,"https://www.cousindiy.com/diyimages/2297901.jpg, https://www.cousindiy.com/diyimages/2297901-2.jpg, https://www.cousindiy.com/diyimages/2297901-3.jpg, https://www.cousindiy.com/diyimages/2297901-4.jpg, https://www.cousindiy.com/diyimages/2297901-5.jpg","Beads","Glass Beads","Glass"
"2949422","900","Design truly refined jewelry with these  Circle Sterling Silver Split Rings . Designed for sturdier links, use these in jewelry or other designs meant to withstand more adventurous expeditions! All of our sterling silver components are made of solid 925 Sterling silver.","12pc  Circle Sterling Silver Split Rings","Real and Plated Metals","Silver","Silver","Sterling Silver","Split and Jump Rings","Circle",,"Silver","Silver, Copper","6mm","12pc","Findings, Sterling, Silver, Elegance, Split, Ring","N","N",999999,"",4,7.99,213,"https://www.cousindiy.com/diyimages/2949422.jpg, https://www.cousindiy.com/diyimages/2949422-2.jpg, https://www.cousindiy.com/diyimages/2949422-3.jpg, https://www.cousindiy.com/diyimages/2949422-4.jpg, https://www.cousindiy.com/diyimages/2949422-5.jpg","Real and Plated Metals","Split and Jump Rings","Sterling Silver"
"22278001","900","This   Plastic 23 Compartment Storage Bucket is the perfect solution to store your jewelry making components. Easily see and organize your storage, so you can find your items fast.","1pc   Plastic 23 Compartment Storage Bucket","Design and Storage","Clear","Clear","Plastic","Organizers","",,"","","","1pc","23, Compartments, Storage, Handle
","N","N",999999,"0.0",5,10,1078,"https://www.cousindiy.com/diyimages/22278001.jpg, https://www.cousindiy.com/diyimages/22278001-2.jpg, https://www.cousindiy.com/diyimages/22278001-3.jpg, https://www.cousindiy.com/diyimages/22278001-4.jpg, https://www.cousindiy.com/diyimages/22278001-5.jpg","Design and Storage","Organizers","Plastic"
"2949415","900","Design truly refined jewelry with these  Round Sterling Silver Beads These distinctive metal beads and charms add a degree of form and style to your designs. 26 pieces per package.  All of our sterling silver components are made of solid 925 Sterling silver.","26pc  Round Sterling Silver Beads","Real and Plated Metals","Silver","Silver","Sterling Silver","Metal Beads","Round",,"Silver","Silver, Copper","3mm","26pc","Silver, Sterling, Silver, Silver, Copper, 3Mm, Metal, Beads, Round, Bead,","N","N",999999,"",4,7.99,185,"https://www.cousindiy.com/diyimages/2949415.jpg, https://www.cousindiy.com/diyimages/2949415-2.jpg, https://www.cousindiy.com/diyimages/2949415-3.jpg, https://www.cousindiy.com/diyimages/2949415-4.jpg, https://www.cousindiy.com/diyimages/2949415-5.jpg","Real and Plated Metals","Metal Beads","Sterling Silver"
"2949427","900","Design truly refined jewelry with these  Ball Hook Sterling Silver Earwires . Ideal for custom dangle earrings. Add a rubber earring back for extra security.  All of our sterling silver components are made of solid 925 Sterling silver.","8pc  Ball Hook Sterling Silver Earwires","Real and Plated Metals","Silver","Silver","Sterling Silver","Earring Findings","Ball Hook",,"Silver","","","8pc","Real and Plated, Metals, Findings, Silver, Silver, Sterling, Silver, Earring, Findings, Silver, 8Pc, Ball, Hook, Earwires, Silver","N","N",999999,"",4,7.99,232,"https://www.cousindiy.com/diyimages/2949427.jpg, https://www.cousindiy.com/diyimages/2949427-2.jpg, https://www.cousindiy.com/diyimages/2949427-3.jpg, https://www.cousindiy.com/diyimages/2949427-4.jpg, https://www.cousindiy.com/diyimages/2949427-5.jpg","Real and Plated Metals","Earring Findings","Sterling Silver"
